Year,Value,Unit,Country,Sector,Source,Scenario,DataType,Method,Notes
1982,8.211458742797,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1983,7.569827980661,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1984,6.393473699825,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1985,5.322243928481,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1986,5.5086771174499995,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1987,6.057753488135,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1988,5.751625568208,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1989,5.738940512239,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1990,6.330577072965,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1991,7.024467587612,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1992,7.315244523782,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1993,8.298033293991,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1994,8.555007111939,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1995,9.102202493247,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1996,10.134709471183001,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1997,10.342744360002001,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1998,10.950032402684,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1999,11.265287350457,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2000,12.011772960795,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2001,13.064610214005,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2002,13.850594533053,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2003,13.934142389605,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2004,15.761102789114,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2005,16.308064402461998,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2006,16.15440786271,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2007,16.372517410451,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2008,16.455557241083,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2009,16.658090347979,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2010,17.511369369713,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2011,17.22752955765,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2012,16.295807400877,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2013,17.173389681771,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2014,16.821646220056,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2015,17.55467463921,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2016,16.881977201917,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2017,17.671863403882,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2018,17.453462398228,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2019,17.288567190275,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2020,16.358190241268,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2021,16.0289850637,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2022,17.129997990563858,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2023,19.1991465421575,MtCO2e,Viet Nam,Buildings,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1970,2.025365120150976,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1971,2.023485825760576,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1972,1.582118196030635,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1973,2.043355530899776,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1974,2.513295919917869,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1975,3.07099438399231,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1976,3.2792332131376574,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1977,3.567083349492727,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1978,3.495694644968604,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1979,3.284110505292195,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1980,3.16750452819071,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1981,3.550807156656804,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1982,3.698351720448137,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1983,3.724646005246989,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1984,3.153857653028337,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1985,3.446409357626038,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1986,3.709151159357447,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1987,3.827505054025196,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1988,4.257191501467989,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1989,4.4590749020309515,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1990,4.893687202676627,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1991,6.154859224265009,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1992,7.065983994623292,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1993,7.9494254744258495,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1994,9.515781394205083,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1995,11.758793489647806,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1996,11.874188557539417,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1997,11.11308022207223,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1998,11.650178632216342,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
1999,13.653706569210385,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2000,12.860285255108403,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2001,13.44160379786248,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2002,13.28104003535909,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2003,14.577908330965101,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2004,19.280089773607248,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2005,21.994342888522326,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2006,23.42158289211513,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2007,25.30952071308938,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2008,23.656620141171654,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2009,26.218597069662074,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2010,26.215770957310127,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2011,26.933322468724192,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2012,26.185830611714064,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2013,25.87341949605564,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2014,25.975995509001788,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2015,24.652793530267097,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2016,23.144591173923917,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2017,22.850410243211158,MtCO2e,Viet Nam,Fuel Exploitation,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
